Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_23_51,VPWR,li1,29.9000,73.4400,1.799908
FILLER_23_39,VPWR,li1,24.8400,73.4400,1.799932
FILLER_23_13,VPWR,li1,13.3400,73.4400,1.799952
FILLER_23_9,VPWR,li1,9.8900,73.4400,1.799952
FILLER_23_3,VPWR,li1,8.2800,73.4400,1.799952
FILLER_22_155,VPWR,li1,77.5100,73.4400,1.799788
FILLER_22_147,VPWR,li1,74.9800,73.4400,1.799788
FILLER_22_137,VPWR,li1,69.2300,73.4400,1.799792
FILLER_22_126,VPWR,li1,64.1700,73.4400,1.799799
FILLER_22_112,VPWR,li1,58.8800,73.4400,1.799816
FILLER_22_97,VPWR,li1,50.3700,73.4400,1.799836
FILLER_22_93,VPWR,li1,49.2200,73.4400,1.799841
FILLER_22_83,VPWR,li1,43.9300,73.4400,1.799853
FILLER_22_29,VPWR,li1,19.0900,73.4400,1.799952
FILLER_22_21,VPWR,li1,16.1000,73.4400,1.799952
FILLER_22_7,VPWR,li1,8.9700,73.4400,1.799952
FILLER_22_3,VPWR,li1,7.8200,73.4400,1.799952
FILLER_21_177,VPWR,li1,87.1700,68.0000,1.799993
FILLER_21_169,VPWR,li1,85.1000,68.0000,1.799993
FILLER_21_167,VPWR,li1,82.5700,68.0000,1.799993
FILLER_21_163,VPWR,li1,81.4200,68.0000,1.799993
FILLER_21_156,VPWR,li1,77.7400,68.0000,1.799993
FILLER_21_141,VPWR,li1,72.2200,68.0000,1.799993
FILLER_21_113,VPWR,li1,57.7300,68.0000,1.799993
FILLER_21_108,VPWR,li1,56.1200,68.0000,1.799993
FILLER_21_90,VPWR,li1,47.6100,68.0000,1.799993
FILLER_21_79,VPWR,li1,42.3200,68.0000,1.799993
FILLER_21_57,VPWR,li1,32.2000,68.0000,1.799994
FILLER_21_53,VPWR,li1,30.5900,68.0000,1.799994
FILLER_21_45,VPWR,li1,28.0600,68.0000,1.799996
FILLER_21_33,VPWR,li1,23.4600,68.0000,1.799997
FILLER_21_28,VPWR,li1,18.8600,68.0000,1.799997
FILLER_21_20,VPWR,li1,16.5600,68.0000,1.799997
FILLER_21_7,VPWR,li1,8.9700,68.0000,1.799997
FILLER_21_3,VPWR,li1,7.8200,68.0000,1.799997
FILLER_20_153,VPWR,li1,76.1300,68.0000,1.799993
FILLER_20_141,VPWR,li1,71.0700,68.0000,1.799993
FILLER_20_139,VPWR,li1,69.6900,68.0000,1.799993
FILLER_20_133,VPWR,li1,68.0800,68.0000,1.799993
FILLER_20_123,VPWR,li1,62.5600,68.0000,1.799993
FILLER_20_114,VPWR,li1,58.4200,68.0000,1.799993
FILLER_20_93,VPWR,li1,48.5300,68.0000,1.799993
FILLER_20_83,VPWR,li1,43.9300,68.0000,1.799993
FILLER_20_77,VPWR,li1,42.3200,68.0000,1.799993
FILLER_20_65,VPWR,li1,38.1800,68.0000,1.799993
FILLER_20_53,VPWR,li1,32.6600,68.0000,1.799994
FILLER_20_41,VPWR,li1,27.1400,68.0000,1.799996
FILLER_20_29,VPWR,li1,21.6200,68.0000,1.799997
FILLER_20_26,VPWR,li1,17.9400,68.0000,1.799997
FILLER_20_18,VPWR,li1,15.6400,68.0000,1.799997
FILLER_20_3,VPWR,li1,8.7400,68.0000,1.799997
FILLER_19_173,VPWR,li1,85.3300,62.5600,1.799886
FILLER_19_169,VPWR,li1,84.1800,62.5600,1.799886
FILLER_19_166,VPWR,li1,82.3400,62.5600,1.799886
FILLER_19_151,VPWR,li1,75.2100,62.5600,1.799887
FILLER_19_130,VPWR,li1,65.5500,62.5600,1.799890
FILLER_19_124,VPWR,li1,63.9400,62.5600,1.799890
FILLER_19_113,VPWR,li1,57.9600,62.5600,1.799893
FILLER_19_110,VPWR,li1,56.5800,62.5600,1.799894
FILLER_19_98,VPWR,li1,53.3600,62.5600,1.799897
FILLER_19_77,VPWR,li1,41.1700,62.5600,1.799906
FILLER_19_51,VPWR,li1,29.2100,62.5600,1.799940
FILLER_19_45,VPWR,li1,27.6000,62.5600,1.799940
FILLER_19_21,VPWR,li1,15.4100,62.5600,1.799960
FILLER_19_15,VPWR,li1,13.8000,62.5600,1.799960
FILLER_19_3,VPWR,li1,9.6600,62.5600,1.799960
FILLER_18_162,VPWR,li1,81.4200,62.5600,1.799886
FILLER_18_150,VPWR,li1,77.2800,62.5600,1.799887
FILLER_18_139,VPWR,li1,69.6900,62.5600,1.799887
FILLER_18_131,VPWR,li1,67.6200,62.5600,1.799888
FILLER_18_109,VPWR,li1,56.1200,62.5600,1.799894
FILLER_18_97,VPWR,li1,52.9000,62.5600,1.799897
FILLER_18_85,VPWR,li1,47.3800,62.5600,1.799902
FILLER_18_83,VPWR,li1,43.9300,62.5600,1.799904
FILLER_18_62,VPWR,li1,34.2700,62.5600,1.799919
FILLER_18_41,VPWR,li1,24.6100,62.5600,1.799955
FILLER_18_37,VPWR,li1,23.4600,62.5600,1.799955
FILLER_18_3,VPWR,li1,7.8200,62.5600,1.799960
FILLER_17_177,VPWR,li1,87.1700,57.1200,1.799702
FILLER_17_167,VPWR,li1,82.5700,57.1200,1.799702
FILLER_17_163,VPWR,li1,81.4200,57.1200,1.799703
FILLER_17_150,VPWR,li1,75.9000,57.1200,1.799705
FILLER_17_138,VPWR,li1,71.7600,57.1200,1.799706
FILLER_17_117,VPWR,li1,59.5700,57.1200,1.799723
FILLER_17_113,VPWR,li1,58.4200,57.1200,1.799723
FILLER_17_83,VPWR,li1,44.3900,57.1200,1.799781
FILLER_17_71,VPWR,li1,39.1000,57.1200,1.799815
FILLER_17_61,VPWR,li1,33.8100,57.1200,1.799850
FILLER_17_57,VPWR,li1,32.6600,57.1200,1.799863
FILLER_17_53,VPWR,li1,30.5900,57.1200,1.799878
FILLER_17_49,VPWR,li1,28.2900,57.1200,1.799894
FILLER_17_45,VPWR,li1,27.1400,57.1200,1.799894
FILLER_17_33,VPWR,li1,23.4600,57.1200,1.799917
FILLER_17_21,VPWR,li1,17.9400,57.1200,1.799932
FILLER_17_9,VPWR,li1,12.4200,57.1200,1.799930
FILLER_17_3,VPWR,li1,7.5900,57.1200,1.799930
FILLER_16_141,VPWR,li1,71.3000,57.1200,1.799706
FILLER_16_138,VPWR,li1,69.4600,57.1200,1.799707
FILLER_16_115,VPWR,li1,59.1100,57.1200,1.799723
FILLER_16_105,VPWR,li1,54.2800,57.1200,1.799735
FILLER_16_76,VPWR,li1,42.3200,57.1200,1.799797
FILLER_16_64,VPWR,li1,36.3400,57.1200,1.799834
FILLER_16_50,VPWR,li1,30.3600,57.1200,1.799878
FILLER_16_40,VPWR,li1,24.3800,57.1200,1.799917
FILLER_16_27,VPWR,li1,18.1700,57.1200,1.799932
FILLER_16_23,VPWR,li1,17.0200,57.1200,1.799932
FILLER_15_177,VPWR,li1,87.1700,51.6800,1.799948
FILLER_15_169,VPWR,li1,85.1000,51.6800,1.799948
FILLER_15_164,VPWR,li1,81.8800,51.6800,1.799948
FILLER_15_155,VPWR,li1,77.0500,51.6800,1.799948
FILLER_15_151,VPWR,li1,75.9000,51.6800,1.799948
FILLER_15_143,VPWR,li1,71.5300,51.6800,1.799948
FILLER_15_119,VPWR,li1,60.4900,51.6800,1.799950
FILLER_15_113,VPWR,li1,58.8800,51.6800,1.799952
FILLER_15_106,VPWR,li1,55.6600,51.6800,1.799953
FILLER_15_60,VPWR,li1,33.5800,51.6800,1.799976
FILLER_15_52,VPWR,li1,30.3600,51.6800,1.799978
FILLER_15_40,VPWR,li1,25.7600,51.6800,1.799984
FILLER_15_30,VPWR,li1,20.0100,51.6800,1.799988
FILLER_15_19,VPWR,li1,14.4900,51.6800,1.799988
FILLER_15_7,VPWR,li1,11.5000,51.6800,1.799988
FILLER_14_170,VPWR,li1,85.5600,51.6800,1.799948
FILLER_14_158,VPWR,li1,80.9600,51.6800,1.799948
FILLER_14_134,VPWR,li1,67.6200,51.6800,1.799948
FILLER_14_113,VPWR,li1,57.7300,51.6800,1.799952
FILLER_14_79,VPWR,li1,42.3200,51.6800,1.799964
FILLER_14_73,VPWR,li1,39.3300,51.6800,1.799968
FILLER_14_69,VPWR,li1,37.4900,51.6800,1.799970
FILLER_14_59,VPWR,li1,33.3500,51.6800,1.799976
FILLER_14_47,VPWR,li1,29.9000,51.6800,1.799980
FILLER_14_41,VPWR,li1,25.0700,51.6800,1.799984
FILLER_14_29,VPWR,li1,21.6200,51.6800,1.799988
FILLER_14_27,VPWR,li1,18.1700,51.6800,1.799988
FILLER_14_15,VPWR,li1,15.1800,51.6800,1.799988
FILLER_14_3,VPWR,li1,9.6600,51.6800,1.799988
FILLER_13_177,VPWR,li1,87.1700,46.2400,1.799962
FILLER_13_169,VPWR,li1,85.1000,46.2400,1.799962
FILLER_13_160,VPWR,li1,80.9600,46.2400,1.799963
FILLER_13_151,VPWR,li1,75.2100,46.2400,1.799964
FILLER_13_143,VPWR,li1,73.1400,46.2400,1.799965
FILLER_13_131,VPWR,li1,68.5400,46.2400,1.799966
FILLER_13_119,VPWR,li1,63.0200,46.2400,1.799968
FILLER_13_108,VPWR,li1,56.1200,46.2400,1.799970
FILLER_13_99,VPWR,li1,51.2900,46.2400,1.799973
FILLER_13_95,VPWR,li1,50.1400,46.2400,1.799973
FILLER_13_69,VPWR,li1,37.9500,46.2400,1.799980
FILLER_13_57,VPWR,li1,34.5000,46.2400,1.799982
FILLER_13_52,VPWR,li1,30.3600,46.2400,1.799986
FILLER_13_43,VPWR,li1,25.9900,46.2400,1.799988
FILLER_13_24,VPWR,li1,17.9400,46.2400,1.799989
FILLER_12_157,VPWR,li1,77.9700,46.2400,1.799964
FILLER_12_149,VPWR,li1,75.9000,46.2400,1.799964
FILLER_12_139,VPWR,li1,69.6900,46.2400,1.799966
FILLER_12_135,VPWR,li1,68.5400,46.2400,1.799966
FILLER_12_123,VPWR,li1,64.8600,46.2400,1.799967
FILLER_12_109,VPWR,li1,57.5000,46.2400,1.799970
FILLER_12_97,VPWR,li1,52.9000,46.2400,1.799972
FILLER_12_85,VPWR,li1,47.3800,46.2400,1.799974
FILLER_12_83,VPWR,li1,43.9300,46.2400,1.799975
FILLER_12_75,VPWR,li1,41.8600,46.2400,1.799977
FILLER_12_63,VPWR,li1,37.2600,46.2400,1.799980
FILLER_12_58,VPWR,li1,32.4300,46.2400,1.799984
FILLER_12_52,VPWR,li1,30.8200,46.2400,1.799984
FILLER_12_41,VPWR,li1,24.6100,46.2400,1.799988
FILLER_12_37,VPWR,li1,23.4600,46.2400,1.799990
FILLER_12_22,VPWR,li1,16.3300,46.2400,1.799989
FILLER_12_14,VPWR,li1,13.8000,46.2400,1.799988
FILLER_12_3,VPWR,li1,8.7400,46.2400,1.799987
FILLER_11_169,VPWR,li1,83.7200,40.8000,1.799849
FILLER_11_137,VPWR,li1,69.2300,40.8000,1.799851
FILLER_11_109,VPWR,li1,56.3500,40.8000,1.799871
FILLER_11_101,VPWR,li1,53.8200,40.8000,1.799881
FILLER_11_89,VPWR,li1,49.2200,40.8000,1.799889
FILLER_11_77,VPWR,li1,43.7000,40.8000,1.799907
FILLER_11_53,VPWR,li1,30.5900,40.8000,1.799941
FILLER_11_41,VPWR,li1,27.1400,40.8000,1.799952
FILLER_11_29,VPWR,li1,19.7800,40.8000,1.799968
FILLER_11_23,VPWR,li1,16.7900,40.8000,1.799967
FILLER_11_15,VPWR,li1,14.2600,40.8000,1.799967
FILLER_11_3,VPWR,li1,9.6600,40.8000,1.799966
FILLER_10_177,VPWR,li1,87.1700,40.8000,1.799849
FILLER_10_170,VPWR,li1,84.4100,40.8000,1.799849
FILLER_10_162,VPWR,li1,81.8800,40.8000,1.799849
FILLER_10_150,VPWR,li1,77.2800,40.8000,1.799849
FILLER_10_145,VPWR,li1,72.4500,40.8000,1.799850
FILLER_10_141,VPWR,li1,70.6100,40.8000,1.799851
FILLER_10_137,VPWR,li1,69.2300,40.8000,1.799851
FILLER_10_116,VPWR,li1,59.1100,40.8000,1.799864
FILLER_10_91,VPWR,li1,47.6100,40.8000,1.799898
FILLER_10_85,VPWR,li1,46.0000,40.8000,1.799898
FILLER_10_78,VPWR,li1,42.7800,40.8000,1.799907
FILLER_10_66,VPWR,li1,38.6400,40.8000,1.799919
FILLER_10_48,VPWR,li1,28.5200,40.8000,1.799947
FILLER_10_37,VPWR,li1,22.7700,40.8000,1.799963
FILLER_10_26,VPWR,li1,17.9400,40.8000,1.799967
FILLER_9_177,VPWR,li1,87.1700,35.3600,1.799941
FILLER_9_169,VPWR,li1,85.1000,35.3600,1.799941
FILLER_9_167,VPWR,li1,82.5700,35.3600,1.799941
FILLER_9_163,VPWR,li1,81.4200,35.3600,1.799941
FILLER_9_121,VPWR,li1,63.0200,35.3600,1.799946
FILLER_9_117,VPWR,li1,59.5700,35.3600,1.799947
FILLER_9_113,VPWR,li1,58.4200,35.3600,1.799947
FILLER_9_106,VPWR,li1,55.6600,35.3600,1.799948
FILLER_9_94,VPWR,li1,50.1400,35.3600,1.799950
FILLER_9_72,VPWR,li1,38.8700,35.3600,1.799955
FILLER_9_33,VPWR,li1,21.3900,35.3600,1.799975
FILLER_9_27,VPWR,li1,18.1700,35.3600,1.799975
FILLER_9_15,VPWR,li1,15.1800,35.3600,1.799975
FILLER_9_3,VPWR,li1,9.6600,35.3600,1.799975
FILLER_8_157,VPWR,li1,77.9700,35.3600,1.799942
FILLER_8_153,VPWR,li1,76.8200,35.3600,1.799942
FILLER_8_141,VPWR,li1,73.1400,35.3600,1.799944
FILLER_8_137,VPWR,li1,69.2300,35.3600,1.799944
FILLER_8_129,VPWR,li1,66.7000,35.3600,1.799945
FILLER_8_117,VPWR,li1,62.1000,35.3600,1.799947
FILLER_8_105,VPWR,li1,56.5800,35.3600,1.799948
FILLER_8_97,VPWR,li1,51.0600,35.3600,1.799950
FILLER_8_85,VPWR,li1,47.3800,35.3600,1.799951
FILLER_8_82,VPWR,li1,43.7000,35.3600,1.799952
FILLER_8_70,VPWR,li1,40.4800,35.3600,1.799955
FILLER_8_62,VPWR,li1,34.5000,35.3600,1.799958
FILLER_8_50,VPWR,li1,31.2800,35.3600,1.799959
FILLER_8_42,VPWR,li1,25.5300,35.3600,1.799962
FILLER_8_29,VPWR,li1,19.3200,35.3600,1.799975
FILLER_8_15,VPWR,li1,12.8800,35.3600,1.799975
FILLER_8_3,VPWR,li1,9.6600,35.3600,1.799975
FILLER_7_177,VPWR,li1,87.1700,29.9200,1.799803
FILLER_7_169,VPWR,li1,85.1000,29.9200,1.799803
FILLER_7_167,VPWR,li1,82.5700,29.9200,1.799804
FILLER_7_161,VPWR,li1,80.9600,29.9200,1.799804
FILLER_7_150,VPWR,li1,74.7500,29.9200,1.799806
FILLER_7_142,VPWR,li1,72.6800,29.9200,1.799806
FILLER_7_133,VPWR,li1,66.9300,29.9200,1.799808
FILLER_7_129,VPWR,li1,65.7800,29.9200,1.799808
FILLER_7_111,VPWR,li1,56.8100,29.9200,1.799826
FILLER_7_90,VPWR,li1,47.1500,29.9200,1.799853
FILLER_7_65,VPWR,li1,35.6500,29.9200,1.799882
FILLER_7_57,VPWR,li1,33.5800,29.9200,1.799888
FILLER_7_52,VPWR,li1,30.3600,29.9200,1.799910
FILLER_7_28,VPWR,li1,19.3200,29.9200,1.799945
FILLER_6_150,VPWR,li1,74.7500,29.9200,1.799806
FILLER_6_137,VPWR,li1,69.2300,29.9200,1.799807
FILLER_6_108,VPWR,li1,56.5800,29.9200,1.799826
FILLER_6_101,VPWR,li1,52.6700,29.9200,1.799837
FILLER_6_93,VPWR,li1,50.1400,29.9200,1.799842
FILLER_6_83,VPWR,li1,43.9300,29.9200,1.799861
FILLER_6_73,VPWR,li1,40.4800,29.9200,1.799867
FILLER_6_37,VPWR,li1,25.3000,29.9200,1.799930
FILLER_6_25,VPWR,li1,17.7100,29.9200,1.799944
FILLER_6_17,VPWR,li1,15.1800,29.9200,1.799943
FILLER_6_11,VPWR,li1,11.2700,29.9200,1.799942
FILLER_6_3,VPWR,li1,8.7400,29.9200,1.799942
FILLER_5_177,VPWR,li1,87.1700,24.4800,1.799965
FILLER_5_169,VPWR,li1,85.1000,24.4800,1.799965
FILLER_5_166,VPWR,li1,82.3400,24.4800,1.799965
FILLER_5_158,VPWR,li1,80.0400,24.4800,1.799965
FILLER_5_148,VPWR,li1,74.2900,24.4800,1.799966
FILLER_5_140,VPWR,li1,71.7600,24.4800,1.799966
FILLER_5_119,VPWR,li1,60.4900,24.4800,1.799968
FILLER_5_113,VPWR,li1,58.8800,24.4800,1.799968
FILLER_5_111,VPWR,li1,56.8100,24.4800,1.799969
FILLER_5_103,VPWR,li1,54.7400,24.4800,1.799970
FILLER_5_91,VPWR,li1,50.1400,24.4800,1.799972
FILLER_5_34,VPWR,li1,21.6200,24.4800,1.799988
FILLER_5_11,VPWR,li1,11.2700,24.4800,1.799986
FILLER_5_3,VPWR,li1,8.7400,24.4800,1.799986
FILLER_4_173,VPWR,li1,85.3300,24.4800,1.799965
FILLER_4_165,VPWR,li1,83.2600,24.4800,1.799965
FILLER_4_153,VPWR,li1,77.7400,24.4800,1.799965
FILLER_4_141,VPWR,li1,73.1400,24.4800,1.799966
FILLER_4_137,VPWR,li1,69.2300,24.4800,1.799966
FILLER_4_129,VPWR,li1,66.7000,24.4800,1.799966
FILLER_4_121,VPWR,li1,61.6400,24.4800,1.799967
FILLER_4_113,VPWR,li1,59.3400,24.4800,1.799968
FILLER_4_101,VPWR,li1,54.7400,24.4800,1.799970
FILLER_4_89,VPWR,li1,49.2200,24.4800,1.799972
FILLER_4_83,VPWR,li1,43.9300,24.4800,1.799974
FILLER_4_73,VPWR,li1,39.3300,24.4800,1.799975
FILLER_4_65,VPWR,li1,37.2600,24.4800,1.799976
FILLER_4_53,VPWR,li1,32.6600,24.4800,1.799979
FILLER_4_37,VPWR,li1,22.7700,24.4800,1.799986
FILLER_4_27,VPWR,li1,18.1700,24.4800,1.799987
FILLER_4_15,VPWR,li1,15.1800,24.4800,1.799986
FILLER_4_7,VPWR,li1,8.9700,24.4800,1.799986
FILLER_4_3,VPWR,li1,7.8200,24.4800,1.799986
FILLER_3_169,VPWR,li1,83.9500,19.0400,1.799939
FILLER_3_126,VPWR,li1,64.1700,19.0400,1.799949
FILLER_3_113,VPWR,li1,58.4200,19.0400,1.799951
FILLER_3_111,VPWR,li1,56.8100,19.0400,1.799953
FILLER_3_97,VPWR,li1,50.6000,19.0400,1.799960
FILLER_3_87,VPWR,li1,45.7700,19.0400,1.799963
FILLER_3_81,VPWR,li1,44.1600,19.0400,1.799966
FILLER_3_69,VPWR,li1,40.0200,19.0400,1.799970
FILLER_3_57,VPWR,li1,34.5000,19.0400,1.799973
FILLER_3_44,VPWR,li1,28.5200,19.0400,1.799979
FILLER_3_34,VPWR,li1,21.8500,19.0400,1.799988
FILLER_3_27,VPWR,li1,18.4000,19.0400,1.799988
FILLER_3_15,VPWR,li1,15.1800,19.0400,1.799988
FILLER_3_3,VPWR,li1,9.6600,19.0400,1.799988
FILLER_2_157,VPWR,li1,77.9700,19.0400,1.799942
FILLER_2_151,VPWR,li1,76.3600,19.0400,1.799942
FILLER_2_141,VPWR,li1,71.7600,19.0400,1.799943
FILLER_2_139,VPWR,li1,69.6900,19.0400,1.799944
FILLER_2_135,VPWR,li1,67.8500,19.0400,1.799945
FILLER_2_123,VPWR,li1,64.8600,19.0400,1.799947
FILLER_2_96,VPWR,li1,50.3700,19.0400,1.799960
FILLER_2_83,VPWR,li1,43.9300,19.0400,1.799966
FILLER_2_79,VPWR,li1,42.7800,19.0400,1.799966
FILLER_2_63,VPWR,li1,35.8800,19.0400,1.799973
FILLER_2_29,VPWR,li1,19.5500,19.0400,1.799988
FILLER_2_26,VPWR,li1,17.9400,19.0400,1.799988
FILLER_2_15,VPWR,li1,13.3400,19.0400,1.799988
FILLER_2_3,VPWR,li1,9.6600,19.0400,1.799988
FILLER_1_169,VPWR,li1,84.6400,13.6000,1.799942
FILLER_1_164,VPWR,li1,81.8800,13.6000,1.799942
FILLER_1_141,VPWR,li1,70.8400,13.6000,1.799944
FILLER_1_106,VPWR,li1,55.6600,13.6000,1.799950
FILLER_1_81,VPWR,li1,43.2400,13.6000,1.799959
FILLER_1_57,VPWR,li1,32.6600,13.6000,1.799972
FILLER_1_55,VPWR,li1,31.0500,13.6000,1.799975
FILLER_1_49,VPWR,li1,29.4400,13.6000,1.799975
FILLER_1_15,VPWR,li1,13.3400,13.6000,1.799983
FILLER_1_3,VPWR,li1,9.6600,13.6000,1.799983
FILLER_0_177,VPWR,li1,87.1700,13.6000,1.799942
FILLER_0_169,VPWR,li1,85.1000,13.6000,1.799942
FILLER_0_165,VPWR,li1,82.1100,13.6000,1.799942
FILLER_0_156,VPWR,li1,77.5100,13.6000,1.799942
FILLER_0_152,VPWR,li1,76.3600,13.6000,1.799942
FILLER_0_145,VPWR,li1,72.4500,13.6000,1.799944
FILLER_0_141,VPWR,li1,71.3000,13.6000,1.799944
FILLER_0_134,VPWR,li1,68.5400,13.6000,1.799944
FILLER_0_122,VPWR,li1,64.4000,13.6000,1.799946
FILLER_0_113,VPWR,li1,58.1900,13.6000,1.799949
FILLER_0_111,VPWR,li1,56.8100,13.6000,1.799950
FILLER_0_105,VPWR,li1,55.2000,13.6000,1.799950
FILLER_0_97,VPWR,li1,51.0600,13.6000,1.799953
